VERTEX = 2000
0	0	-0.9924
0	0.102564	-0.845722
0	0.205128	-0.719652
0	0.307692	-0.612498
0	0.410256	-0.52262
0	0.512821	-0.448426
0	0.615385	-0.388376
0	0.717949	-0.34098
0	0.820513	-0.304797
0	0.923077	-0.27844
0	1.02564	-0.260568
0	1.12821	-0.249894
0	1.23077	-0.245179
0	1.33333	-0.245237
0	1.4359	-0.24893
0	1.53846	-0.25517
0	1.64103	-0.262923
0	1.74359	-0.271202
0	1.84615	-0.279072
0	1.94872	-0.285648
0	2.05128	-0.290095
0	2.15385	-0.291629
0	2.25641	-0.289516
0	2.35897	-0.283073
0	2.46154	-0.271668
0	2.5641	-0.254717
0	2.66667	-0.231689
0	2.76923	-0.202102
0	2.87179	-0.165525
0	2.97436	-0.121578
0	3.07692	-0.0699289
0	3.17949	-0.0102993
0	3.28205	0.0575408
0	3.38462	0.13377
0	3.48718	0.218518
0	3.58974	0.311862
0	3.69231	0.41383
0	3.79487	0.5244
0	3.89744	0.643497
0	4	0.771
0.102041	0	-0.954695
0.102041	0.102564	-0.810484
0.102041	0.205128	-0.686665
0.102041	0.307692	-0.581584
0.102041	0.410256	-0.493637
0.102041	0.512821	-0.421268
0.102041	0.615385	-0.362973
0.102041	0.717949	-0.317296
0.102041	0.820513	-0.282829
0.102041	0.923077	-0.258216
0.102041	1.02564	-0.242149
0.102041	1.12821	-0.233369
0.102041	1.23077	-0.230667
0.102041	1.33333	-0.232883
0.102041	1.4359	-0.238908
0.102041	1.53846	-0.247679
0.102041	1.64103	-0.258187
0.102041	1.74359	-0.269467
0.102041	1.84615	-0.280608
0.102041	1.94872	-0.290747
0.102041	2.05128	-0.299068
0.102041	2.15385	-0.304808
0.102041	2.25641	-0.30725
0.102041	2.35897	-0.30573
0.102041	2.46154	-0.299631
0.102041	2.5641	-0.288385
0.102041	2.66667	-0.271475
0.102041	2.76923	-0.248432
0.102041	2.87179	-0.218838
0.102041	2.97436	-0.182322
0.102041	3.07692	-0.138565
0.102041	3.17949	-0.0872955
0.102041	3.28205	-0.0282921
0.102041	3.38462	0.0386171
0.102041	3.48718	0.113555
0.102041	3.58974	0.196595
0.102041	3.69231	0.287761
0.102041	3.79487	0.387027
0.102041	3.89744	0.494319
0.102041	4	0.609512
0.204082	0	-0.913791
0.204082	0.102564	-0.772501
0.204082	0.205128	-0.651361
0.204082	0.307692	-0.548752
0.204082	0.410256	-0.463106
0.204082	0.512821	-0.392904
0.204082	0.615385	-0.336673
0.204082	0.717949	-0.292989
0.204082	0.820513	-0.260479
0.204082	0.923077	-0.237816
0.204082	1.02564	-0.223721
0.204082	1.12821	-0.216966
0.204082	1.23077	-0.216368
0.204082	1.33333	-0.220796
0.204082	1.4359	-0.229164
0.204082	1.53846	-0.240437
0.204082	1.64103	-0.253628
0.204082	1.74359	-0.267796
0.204082	1.84615	-0.282053
0.204082	1.94872	-0.295554
0.204082	2.05128	-0.307507
0.204082	2.15385	-0.317166
0.204082	2.25641	-0.323834
0.204082	2.35897	-0.326863
0.204082	2.46154	-0.325652
0.204082	2.5641	-0.319649
0.204082	2.66667	-0.308352
0.204082	2.76923	-0.291305
0.204082	2.87179	-0.268101
0.204082	2.97436	-0.238384
0.204082	3.07692	-0.201843
0.204082	3.17949	-0.158216
